user_id,site,campaign_type,device_os,hour_of_day,day_of_week,historical_open_rate,historical_push_count,days_since_last_open,segment,target_opened
6732,app,newsletter,iOS,10,Friday,0.1941,15,0,inactive,0
6387,web,reminder,iOS,8,Monday,0.0645,7,4,inactive,0
9002,email,transactional,iOS,8,Saturday,0.1482,8,37,inactive,0
6536,app,newsletter,Android,18,Tuesday,0.1201,10,16,active,1
4913,app,transactional,Android,8,Friday,0.4317,10,37,inactive,0
2066,app,reminder,Android,4,Wednesday,0.0876,18,8,inactive,0
8723,app,promotional,Windows,15,Tuesday,0.3956,10,41,inactive,1
5380,web,reminder,iOS,22,Monday,0.1963,10,9,inactive,0
5107,web,promotional,iOS,10,Monday,0.2405,5,3,inactive,1
6726,app,promotional,iOS,7,Thursday,0.3238,11,2,new,1
4373,app,newsletter,Android,14,Thursday,0.1805,5,76,inactive,0
9945,app,transactional,iOS,20,Monday,0.5457,11,6,active,1
3082,app,newsletter,macOS,18,Monday,0.1972,12,2,active,0
9967,web,transactional,iOS,15,Monday,0.2573,8,0,inactive,0
7748,email,newsletter,macOS,10,Friday,0.0966,13,5,active,1
1417,email,promotional,Android,14,Friday,0.355,14,32,churned,0
9306,app,promotional,macOS,7,Monday,0.0601,12,11,inactive,0
9808,email,promotional,Android,16,Thursday,0.2294,9,15,active,0
4974,web,transactional,macOS,17,Monday,0.1952,8,38,inactive,0
4267,web,promotional,iOS,21,Saturday,0.1895,7,10,active,1
1825,web,transactional,Android,9,Saturday,0.3241,8,27,inactive,0
8668,app,transactional,Windows,2,Thursday,0.4398,11,5,active,0
6745,app,promotional,iOS,14,Saturday,0.014,13,56,inactive,1
1412,app,transactional,iOS,16,Friday,0.2876,10,1,inactive,1
8543,app,reminder,Android,18,Friday,0.3769,14,19,inactive,1
8587,app,promotional,macOS,8,Thursday,0.1061,5,16,active,0
1728,web,transactional,Android,9,Tuesday,0.2648,12,3,inactive,1
8164,web,newsletter,Android,13,Tuesday,0.1698,7,7,inactive,1
9867,web,transactional,iOS,10,Tuesday,0.457,12,5,active,0
6988,app,newsletter,iOS,19,Thursday,0.1725,9,1,inactive,1
3504,email,transactional,Windows,12,Tuesday,0.3074,21,13,inactive,1
3967,email,transactional,iOS,18,Tuesday,0.2656,11,75,inactive,0
3786,web,promotional,Android,14,Wednesday,0.3148,12,12,active,1
2122,email,newsletter,Windows,17,Tuesday,0.3437,7,11,active,1
5079,web,newsletter,iOS,10,Thursday,0.2731,13,0,inactive,1
2571,email,promotional,Android,18,Saturday,0.3174,11,2,active,1
6073,app,transactional,iOS,9,Friday,0.4084,10,10,active,0
6104,app,reminder,Android,14,Thursday,0.3287,13,63,inactive,0
3143,app,transactional,iOS,8,Thursday,0.4461,11,31,churned,0
7806,app,transactional,Android,12,Wednesday,0.0838,14,6,inactive,1
8357,app,reminder,iOS,10,Tuesday,0.3322,8,11,active,1
4440,web,newsletter,Android,9,Saturday,0.1499,13,12,active,0
4766,web,transactional,Android,21,Tuesday,0.4095,8,17,inactive,1
6644,web,newsletter,iOS,8,Monday,0.1192,9,17,inactive,0
3914,app,reminder,Android,18,Friday,0.4837,5,23,inactive,0
5968,email,transactional,iOS,22,Tuesday,0.2832,13,0,inactive,0
6917,web,transactional,Android,2,Wednesday,0.4945,8,43,inactive,0
9787,app,transactional,iOS,16,Monday,0.5508,15,1,active,0
1728,web,reminder,Android,9,Monday,0.2382,9,9,inactive,1
2365,app,newsletter,iOS,5,Tuesday,0.2264,15,37,churned,0
5492,app,promotional,Android,11,Monday,0.3199,9,10,inactive,0
1698,email,reminder,iOS,20,Thursday,0.2631,15,0,inactive,1
8186,app,transactional,Android,1,Friday,0.265,11,3,active,0
1395,web,promotional,iOS,14,Wednesday,0.4157,17,12,inactive,0
8400,email,transactional,Windows,13,Saturday,0.4345,11,1,active,0
9082,web,transactional,Windows,19,Tuesday,0.0985,8,8,inactive,1
5171,app,reminder,iOS,7,Tuesday,0.4666,9,5,active,0
5360,app,promotional,Android,16,Monday,0.0283,8,25,active,1
3502,app,newsletter,iOS,16,Thursday,0.1599,10,1,active,0
1717,web,transactional,iOS,16,Wednesday,0.3158,12,17,active,1
3782,app,promotional,Android,21,Thursday,0.118,10,7,inactive,0
5946,app,reminder,Android,18,Friday,0.2975,8,13,active,0
6486,email,transactional,Android,6,Thursday,0.4258,10,3,active,0
9335,web,promotional,iOS,12,Thursday,0.4706,12,14,active,1
5980,app,transactional,iOS,11,Sunday,0.2564,7,16,inactive,0
8266,web,reminder,iOS,10,Tuesday,0.2833,10,1,active,1
5491,web,promotional,Android,12,Wednesday,0.5734,12,26,inactive,0
8192,app,promotional,Android,11,Friday,0.1326,7,29,inactive,0
6588,app,promotional,Android,12,Thursday,0.2883,14,0,inactive,0
8651,email,promotional,iOS,22,Tuesday,0.1727,7,13,active,0
4636,web,newsletter,iOS,7,Wednesday,0.3402,11,13,inactive,0
2167,web,transactional,iOS,20,Wednesday,0.6852,14,0,active,1
2062,app,promotional,iOS,13,Wednesday,0.178,2,6,active,0
3156,app,promotional,iOS,15,Tuesday,0.3702,9,52,inactive,0
8860,app,promotional,Windows,18,Saturday,0.3206,8,12,inactive,0
6161,app,reminder,Windows,11,Friday,0.1591,13,40,inactive,1
6305,app,promotional,Android,12,Wednesday,0.5834,16,16,inactive,0
7541,app,reminder,Android,12,Thursday,0.3445,7,0,active,0
5729,email,transactional,iOS,11,Saturday,0.1957,11,1,active,1
8330,email,promotional,Windows,20,Monday,0.2524,10,19,inactive,0
6334,web,reminder,iOS,18,Tuesday,0.1003,9,12,inactive,1
9924,email,transactional,macOS,7,Thursday,0.3772,5,2,active,0
5330,app,newsletter,Android,7,Friday,0.3803,12,14,inactive,0
9010,email,reminder,iOS,12,Monday,0.3054,11,24,inactive,0
7801,app,promotional,macOS,7,Sunday,0.27,14,20,inactive,0
5846,email,promotional,iOS,15,Wednesday,0.3933,12,4,new,0
7731,email,newsletter,Android,8,Wednesday,0.531,7,4,active,0
8241,web,promotional,Android,13,Tuesday,0.4576,9,51,churned,0
1953,email,promotional,iOS,0,Tuesday,0.0591,8,32,churned,0
3539,web,promotional,Android,10,Friday,0.1035,11,5,active,0
8056,app,promotional,Android,16,Sunday,0.2651,8,26,inactive,0
2542,app,newsletter,Android,13,Wednesday,0.3559,8,2,new,0
6293,web,promotional,iOS,22,Sunday,0.3499,12,3,active,0
2191,app,transactional,macOS,19,Friday,0.2918,8,2,active,0
7313,web,newsletter,iOS,11,Wednesday,0.1785,9,1,inactive,0
7938,email,transactional,iOS,6,Thursday,0.2645,12,28,active,1
3681,app,promotional,iOS,19,Wednesday,0.2603,14,12,active,0
2540,web,newsletter,iOS,20,Thursday,0.1841,9,4,inactive,0
7172,email,promotional,iOS,18,Monday,0.0277,8,28,inactive,0
6541,email,newsletter,macOS,7,Thursday,0.1144,7,24,inactive,0
2365,email,reminder,iOS,23,Monday,0.351,12,1,active,0
9691,web,transactional,iOS,9,Friday,0.2126,4,15,inactive,1
9702,email,transactional,iOS,17,Friday,0.2104,12,19,active,1
8494,web,transactional,Android,20,Tuesday,0.5565,4,18,inactive,1
5312,app,transactional,Windows,9,Tuesday,0.3403,11,19,inactive,1
2324,web,reminder,iOS,20,Wednesday,0.1141,12,2,inactive,0
4141,web,reminder,iOS,10,Thursday,0.0787,6,5,active,1
8419,app,promotional,iOS,22,Tuesday,0.3659,11,27,active,1
4486,web,newsletter,iOS,9,Thursday,0.1419,8,34,churned,0
2810,web,reminder,iOS,21,Tuesday,0.0746,7,4,inactive,1
7588,app,reminder,Android,6,Monday,0.2557,13,0,active,1
3923,web,transactional,iOS,17,Monday,0.2161,4,29,active,0
6301,web,transactional,Android,13,Monday,0.4575,9,7,active,0
5186,web,promotional,iOS,12,Friday,0.3284,9,5,active,1
9905,app,reminder,macOS,9,Sunday,0.2928,6,6,inactive,0
6977,app,promotional,Windows,16,Wednesday,0.0902,16,8,active,0
5268,app,transactional,Android,8,Wednesday,0.5405,8,7,active,1
5748,email,promotional,iOS,14,Monday,0.4364,8,12,active,0
5849,app,promotional,iOS,9,Thursday,0.6887,13,1,active,1
4709,web,transactional,Android,21,Monday,0.4311,8,53,inactive,0
7619,app,reminder,Android,4,Thursday,0.2528,11,41,churned,0
9647,app,promotional,Android,8,Sunday,0.1769,12,40,inactive,0
4072,email,transactional,Windows,9,Tuesday,0.3914,10,31,churned,0
7530,web,promotional,macOS,12,Friday,0.4314,12,16,inactive,0
1504,app,promotional,iOS,9,Monday,0.0621,11,3,inactive,0
2214,app,transactional,Android,13,Wednesday,0.2518,8,0,inactive,0
2531,app,transactional,iOS,19,Monday,0.059,5,1,active,0
8576,web,promotional,iOS,17,Wednesday,0.2599,11,5,active,0
1823,web,promotional,Android,14,Tuesday,0.4507,8,10,inactive,1
1928,app,promotional,iOS,7,Wednesday,0.4259,4,74,inactive,0
6029,app,promotional,Windows,16,Wednesday,0.0328,2,8,active,1
1133,app,reminder,iOS,8,Tuesday,0.3123,8,11,active,1
3105,email,reminder,Android,18,Thursday,0.0879,8,17,active,0
4627,email,promotional,Android,9,Saturday,0.1302,12,2,active,0
7316,app,transactional,Android,12,Wednesday,0.3232,10,40,inactive,0
2852,web,reminder,iOS,10,Tuesday,0.2394,13,11,active,0
5910,app,promotional,Windows,19,Tuesday,0.1151,7,4,active,1
5175,app,newsletter,Android,7,Saturday,0.2986,10,41,churned,0
6348,web,reminder,Android,14,Thursday,0.3063,6,14,active,0
7190,email,promotional,iOS,8,Wednesday,0.1018,16,9,inactive,0
2256,email,promotional,Android,16,Monday,0.3206,10,13,inactive,0
4376,web,reminder,Windows,20,Wednesday,0.2949,9,20,inactive,0
6645,app,transactional,Android,12,Tuesday,0.4364,7,2,active,1
4486,web,promotional,Windows,13,Sunday,0.4863,12,30,active,0
4584,app,promotional,Android,20,Saturday,0.2566,8,48,inactive,1
9053,web,transactional,iOS,13,Monday,0.3878,4,12,active,1
4330,app,newsletter,iOS,13,Wednesday,0.2533,10,17,active,1
3703,web,newsletter,iOS,14,Tuesday,0.2325,13,29,active,0
9662,app,reminder,Android,16,Wednesday,0.4191,9,7,new,0
9120,app,promotional,Android,7,Saturday,0.4387,13,74,churned,0
8114,email,transactional,iOS,18,Wednesday,0.2885,5,17,active,0
2353,app,transactional,Android,12,Tuesday,0.4582,9,8,inactive,1
6063,web,transactional,Android,6,Tuesday,0.2835,15,16,active,0
9549,app,promotional,Android,18,Friday,0.1266,12,11,inactive,0
8575,app,reminder,iOS,11,Thursday,0.2756,11,1,active,1
1667,app,reminder,iOS,7,Wednesday,0.2225,10,23,active,0
5468,app,transactional,iOS,15,Tuesday,0.3472,15,12,active,1
7819,email,newsletter,iOS,19,Tuesday,0.201,5,23,active,1
4719,app,promotional,iOS,19,Sunday,0.335,11,2,active,0
3745,email,transactional,iOS,21,Wednesday,0.2671,12,11,inactive,0
8483,web,newsletter,Android,19,Wednesday,0.3571,13,21,inactive,0
1539,app,transactional,iOS,0,Wednesday,0.2433,7,66,inactive,1
5964,web,reminder,macOS,11,Friday,0.0149,8,32,inactive,0
5835,web,newsletter,iOS,18,Tuesday,0.2376,6,29,active,0
4775,web,transactional,iOS,11,Tuesday,0.1953,13,4,inactive,0
7042,app,newsletter,iOS,15,Thursday,0.6974,12,27,inactive,0
8102,app,promotional,iOS,15,Thursday,0.5036,11,2,active,0
8312,email,transactional,Windows,11,Friday,0.2305,11,3,active,1
6320,email,promotional,iOS,20,Saturday,0.3263,14,1,active,0
7132,email,transactional,macOS,13,Wednesday,0.1313,8,29,active,0
8891,app,newsletter,Windows,12,Monday,0.1997,6,1,inactive,0
3779,web,transactional,Android,23,Sunday,0.2487,7,2,inactive,0
1924,web,newsletter,Android,13,Wednesday,0.6766,12,4,active,1
2581,web,transactional,Android,8,Thursday,0.1105,8,12,active,0
8714,app,promotional,iOS,13,Thursday,0.4218,6,31,churned,1
4324,web,newsletter,Android,18,Thursday,0.3788,15,8,inactive,1
6713,app,promotional,iOS,17,Tuesday,0.1564,12,11,inactive,1
8026,app,promotional,iOS,18,Friday,0.4976,12,2,active,0
1255,email,transactional,Android,16,Friday,0.3812,6,4,active,1
5804,app,promotional,Android,9,Thursday,0.3982,12,2,new,1
2838,app,promotional,Windows,19,Wednesday,0.3344,10,7,new,0
1009,app,newsletter,iOS,19,Monday,0.3599,12,13,active,1
3871,email,transactional,Windows,8,Monday,0.1818,6,5,inactive,0
9989,web,transactional,iOS,7,Tuesday,0.4242,11,28,active,0
8409,app,reminder,iOS,22,Tuesday,0.4565,9,59,churned,0
8418,email,transactional,iOS,19,Sunday,0.1895,16,1,active,0
6124,email,reminder,Android,19,Friday,0.4088,10,0,new,0
2015,app,promotional,iOS,19,Thursday,0.204,10,23,active,0
3193,web,transactional,Android,14,Wednesday,0.2832,10,3,active,0
9415,web,reminder,Windows,16,Monday,0.1593,13,6,active,1
8449,web,transactional,Android,14,Sunday,0.1496,8,7,active,0
5158,app,newsletter,Android,6,Wednesday,0.22,8,37,inactive,0
4925,email,transactional,Windows,17,Monday,0.2758,10,16,inactive,0
7970,web,promotional,Android,13,Wednesday,0.1382,13,0,active,0
7938,app,transactional,Android,16,Saturday,0.3428,8,0,active,0
5784,app,transactional,iOS,13,Saturday,0.1258,5,3,inactive,0
5000,app,reminder,Windows,13,Monday,0.3065,8,5,active,1
2633,app,promotional,Android,8,Saturday,0.3642,14,9,inactive,1
8266,web,reminder,iOS,9,Tuesday,0.2164,12,27,active,0
9702,app,reminder,iOS,8,Monday,0.4731,15,5,active,1
1384,app,promotional,Windows,8,Friday,0.2806,7,7,active,1
1404,web,promotional,iOS,22,Saturday,0.2805,8,5,inactive,0
9175,app,reminder,macOS,8,Thursday,0.3837,9,0,active,1
3000,email,reminder,iOS,9,Thursday,0.3383,11,46,churned,0
6989,app,transactional,Android,14,Friday,0.2836,12,2,inactive,1
2460,app,promotional,iOS,15,Friday,0.0851,6,5,active,0
8190,app,transactional,Android,8,Saturday,0.3169,7,2,new,1
8140,app,newsletter,Windows,18,Thursday,0.0562,9,10,active,1
4636,app,promotional,Android,18,Sunday,0.1614,8,40,churned,0
5809,web,newsletter,Android,9,Sunday,0.1111,7,1,active,0
5178,email,promotional,iOS,9,Monday,0.3328,14,8,active,1
8245,app,promotional,iOS,21,Friday,0.2039,7,0,active,0
7600,web,transactional,iOS,18,Wednesday,0.3032,11,22,inactive,0
6997,web,transactional,Android,16,Wednesday,0.1214,9,15,inactive,1
3048,email,promotional,iOS,7,Thursday,0.1723,15,18,inactive,0
5780,app,transactional,iOS,12,Monday,0.1249,8,9,active,1
1716,app,promotional,Android,14,Wednesday,0.5796,10,35,churned,1
8939,app,promotional,Android,8,Saturday,0.152,7,7,active,1
6565,web,promotional,Android,12,Tuesday,0.1642,8,10,inactive,0
5544,email,reminder,iOS,15,Wednesday,0.4909,8,17,inactive,1
5976,app,transactional,iOS,10,Sunday,0.3187,7,11,active,1
4419,app,transactional,macOS,17,Wednesday,0.3394,9,3,active,1
8239,email,transactional,iOS,18,Wednesday,0.1742,7,5,active,0
1249,email,reminder,Windows,10,Wednesday,0.3371,9,1,active,0
9865,email,promotional,Windows,18,Wednesday,0.1995,17,8,inactive,0
1770,web,newsletter,Android,7,Thursday,0.3318,15,14,inactive,0
5363,app,newsletter,iOS,18,Friday,0.4022,9,1,new,0
2077,web,newsletter,Windows,8,Wednesday,0.2365,17,14,active,1
9427,web,promotional,Android,7,Friday,0.5332,9,33,inactive,1
9580,app,newsletter,Android,15,Thursday,0.3684,8,6,active,0
8901,web,promotional,iOS,12,Tuesday,0.248,10,3,active,0
5858,web,transactional,iOS,20,Thursday,0.667,13,33,churned,1
7544,app,newsletter,iOS,11,Friday,0.0755,13,17,active,1
5719,web,promotional,Android,9,Thursday,0.1599,11,1,inactive,0
3814,web,newsletter,Android,13,Monday,0.3566,9,7,active,0
4374,email,promotional,iOS,12,Monday,0.3034,7,16,active,1
2252,app,newsletter,Android,10,Tuesday,0.0262,8,12,inactive,0
7996,app,transactional,iOS,16,Tuesday,0.2452,8,14,active,1
5673,web,promotional,Android,17,Thursday,0.3792,12,12,active,0
5530,app,promotional,Windows,19,Monday,0.2671,10,23,active,1
7881,web,reminder,iOS,22,Friday,0.4944,17,5,new,1
7949,web,promotional,iOS,9,Tuesday,0.1824,7,18,inactive,1
7241,app,promotional,iOS,17,Tuesday,0.5541,12,70,churned,0
9017,web,promotional,Android,11,Wednesday,0.2207,8,7,active,1
7941,web,newsletter,Android,16,Tuesday,0.4021,8,23,inactive,0
8002,app,transactional,macOS,12,Saturday,0.1827,15,4,inactive,0
2331,email,promotional,iOS,23,Monday,0.6901,10,4,new,0
5261,email,promotional,macOS,17,Wednesday,0.1935,13,40,inactive,0
8648,web,promotional,iOS,21,Friday,0.4803,8,0,active,1
6115,web,promotional,Android,18,Thursday,0.2654,13,3,inactive,0
5637,web,transactional,iOS,20,Tuesday,0.6442,9,9,inactive,1
5854,email,newsletter,Windows,18,Wednesday,0.1429,11,7,inactive,0
4177,web,promotional,Android,12,Friday,0.3841,17,14,inactive,0
8730,web,transactional,Android,9,Sunday,0.6305,12,3,active,1
3180,email,transactional,Windows,11,Saturday,0.2863,12,1,active,1
5892,app,reminder,iOS,2,Tuesday,0.3096,7,6,new,0
8043,email,reminder,iOS,13,Sunday,0.2322,12,11,active,0
1137,app,newsletter,Windows,13,Monday,0.0364,10,12,inactive,0
7327,app,promotional,iOS,13,Monday,0.0828,11,13,inactive,0
4472,app,promotional,iOS,22,Friday,0.4258,8,11,inactive,0
6449,email,promotional,Android,20,Tuesday,0.2131,13,4,inactive,0
3832,email,promotional,Android,8,Monday,0.1575,12,21,active,1
4579,web,transactional,iOS,11,Tuesday,0.8334,6,1,active,0
6971,web,newsletter,iOS,12,Wednesday,0.1069,2,3,inactive,1
5164,web,reminder,iOS,11,Friday,0.2034,10,20,active,0
8941,email,newsletter,Android,18,Thursday,0.023,12,4,active,0
6569,web,transactional,Windows,13,Tuesday,0.1048,10,10,inactive,1
5300,app,newsletter,macOS,14,Wednesday,0.3998,10,5,new,1
7269,app,promotional,Android,19,Saturday,0.2485,8,10,active,0
4818,web,promotional,iOS,18,Friday,0.3798,11,6,active,1
2906,web,newsletter,Windows,7,Tuesday,0.5241,11,77,inactive,0
7254,app,promotional,Android,17,Sunday,0.2004,13,6,inactive,1
1760,app,transactional,iOS,12,Friday,0.0978,12,14,active,1
8830,email,promotional,macOS,10,Monday,0.2774,6,32,inactive,0
8350,app,newsletter,Android,6,Monday,0.3196,10,15,inactive,0
7238,web,newsletter,Android,13,Monday,0.3408,7,12,active,1
7090,email,promotional,Android,11,Friday,0.7175,9,12,active,1
7031,app,newsletter,iOS,9,Tuesday,0.6841,10,10,inactive,0
8687,app,promotional,iOS,16,Wednesday,0.2815,12,24,active,0
9472,web,transactional,Android,17,Monday,0.2064,11,0,active,1
2887,email,newsletter,iOS,9,Saturday,0.1493,9,32,inactive,1
4266,web,newsletter,Android,6,Tuesday,0.4766,8,13,inactive,1
1666,email,reminder,Android,19,Saturday,0.1561,17,28,active,0
5188,app,promotional,Android,0,Sunday,0.4178,9,0,active,0
1671,web,newsletter,Android,20,Monday,0.3401,16,30,active,1
7777,web,newsletter,Android,15,Wednesday,0.1871,12,1,active,0
8570,email,reminder,Windows,10,Monday,0.3008,8,19,active,1
8956,app,promotional,Android,9,Saturday,0.2504,9,8,inactive,0
6124,email,newsletter,iOS,0,Wednesday,0.1877,13,17,active,1
6585,web,transactional,iOS,9,Monday,0.1563,10,14,inactive,0
5777,app,promotional,iOS,8,Monday,0.3812,8,2,new,0
4900,app,transactional,iOS,15,Wednesday,0.2031,7,10,active,0
7677,email,promotional,iOS,8,Sunday,0.1883,7,4,inactive,0
7981,app,transactional,iOS,13,Thursday,0.1923,3,12,inactive,0
7376,app,reminder,Android,14,Saturday,0.2804,9,20,active,0
1523,app,transactional,Windows,10,Wednesday,0.4907,7,1,active,1
3393,email,newsletter,iOS,5,Monday,0.1859,11,10,inactive,0
3593,web,transactional,Android,5,Sunday,0.27,18,14,inactive,0
8240,web,promotional,Android,4,Monday,0.514,9,5,active,0
7937,app,promotional,iOS,17,Sunday,0.2324,12,45,churned,0
7190,web,transactional,macOS,10,Wednesday,0.1509,6,11,inactive,0
6240,web,promotional,Android,18,Monday,0.2425,12,3,active,0
7493,email,promotional,iOS,12,Thursday,0.3662,6,1,active,1
3878,email,transactional,Android,12,Sunday,0.1809,13,11,inactive,1
5143,app,promotional,iOS,13,Sunday,0.2613,8,7,active,0
4644,web,promotional,Android,17,Monday,0.4327,6,3,new,1
5432,app,transactional,iOS,9,Tuesday,0.3472,17,0,new,1
2276,web,promotional,Windows,7,Thursday,0.039,4,12,active,0
6811,app,reminder,Android,14,Thursday,0.4451,7,13,active,1
1302,app,reminder,Android,10,Friday,0.1514,6,2,inactive,0
1638,app,newsletter,iOS,12,Tuesday,0.1623,9,13,inactive,0
1055,web,promotional,Android,16,Sunday,0.2943,11,45,churned,0
9717,app,newsletter,Android,13,Thursday,0.3663,11,57,inactive,0
9150,web,newsletter,Android,15,Friday,0.6674,5,32,inactive,0
3125,app,newsletter,Android,14,Thursday,0.123,8,24,inactive,0
1364,app,promotional,Android,17,Wednesday,0.3304,11,3,new,0
7809,web,newsletter,Windows,16,Sunday,0.4036,14,2,new,0
5621,app,newsletter,Android,13,Thursday,0.2317,10,8,inactive,0
6126,app,transactional,Windows,16,Saturday,0.5542,13,14,inactive,0
6122,web,newsletter,Windows,19,Sunday,0.6513,13,28,active,0
2646,app,transactional,Android,12,Thursday,0.3365,5,3,new,0
1918,app,transactional,iOS,12,Thursday,0.0892,8,9,active,0
3797,app,promotional,Android,17,Monday,0.0858,10,15,active,0
7506,email,newsletter,Windows,14,Monday,0.3096,10,8,inactive,0
6870,web,promotional,iOS,6,Tuesday,0.3498,9,9,active,0
2531,web,transactional,Android,19,Tuesday,0.5088,4,3,active,1
9172,web,promotional,Windows,4,Tuesday,0.2895,8,64,inactive,0
4345,app,transactional,iOS,17,Tuesday,0.2436,11,9,active,1
8673,app,promotional,Android,17,Wednesday,0.3143,11,11,inactive,0
7949,web,newsletter,iOS,21,Wednesday,0.2768,8,3,active,0
7882,app,newsletter,iOS,6,Monday,0.2001,10,10,inactive,0
2906,app,promotional,Android,15,Monday,0.6213,8,4,active,0
4086,app,promotional,iOS,12,Thursday,0.3128,9,3,active,0
9152,app,promotional,iOS,10,Thursday,0.0907,4,4,inactive,1
6750,email,reminder,Windows,7,Wednesday,0.2717,11,0,active,0
9905,app,transactional,iOS,14,Thursday,0.4525,6,12,inactive,1
2062,web,transactional,macOS,12,Friday,0.3439,6,7,active,1
2976,app,promotional,macOS,7,Wednesday,0.1754,8,34,inactive,0
2296,email,newsletter,iOS,15,Thursday,0.6207,8,0,active,0
7229,app,reminder,iOS,17,Sunday,0.4008,6,0,active,1
8641,app,newsletter,Android,17,Friday,0.1284,7,32,inactive,0
1125,web,newsletter,Android,20,Wednesday,0.0943,8,2,inactive,0
5632,web,promotional,iOS,12,Thursday,0.1776,8,0,inactive,0
7288,app,promotional,Android,21,Tuesday,0.0353,14,2,active,1
4596,app,promotional,iOS,19,Thursday,0.5738,7,26,inactive,1
7168,app,promotional,Windows,10,Sunday,0.2544,7,24,inactive,0
8561,app,promotional,iOS,8,Wednesday,0.1008,5,6,active,1
9258,app,promotional,iOS,12,Saturday,0.2705,10,16,inactive,1
1232,web,transactional,iOS,11,Wednesday,0.0893,11,10,inactive,0
7371,app,reminder,macOS,14,Sunday,0.4531,7,35,churned,0
5206,app,newsletter,Android,14,Thursday,0.3781,10,0,new,0
8943,web,newsletter,Windows,17,Monday,0.3913,8,25,active,0
7891,email,newsletter,iOS,13,Thursday,0.2898,8,2,inactive,0
7738,web,promotional,iOS,7,Tuesday,0.3461,12,7,active,0
3472,app,newsletter,iOS,19,Monday,0.2259,7,3,active,1
3739,app,promotional,Android,10,Friday,0.412,9,18,inactive,1
6401,email,newsletter,Android,22,Tuesday,0.4036,8,17,inactive,0
2761,app,promotional,Android,7,Friday,0.2967,14,11,active,0
1876,app,reminder,iOS,21,Tuesday,0.5219,15,17,inactive,0
4812,web,promotional,macOS,7,Tuesday,0.4522,13,15,active,1
2460,web,promotional,iOS,9,Sunday,0.1193,11,22,active,1
2733,web,reminder,macOS,6,Wednesday,0.123,9,4,inactive,0
2605,app,promotional,iOS,16,Thursday,0.093,9,8,active,0
6622,app,newsletter,Android,19,Thursday,0.1597,10,2,inactive,1
7767,email,newsletter,iOS,12,Thursday,0.3442,11,8,inactive,0
7986,app,newsletter,Android,20,Saturday,0.6918,5,18,inactive,1
4517,web,reminder,Android,14,Thursday,0.2877,6,17,inactive,0
4735,web,reminder,Android,15,Wednesday,0.3135,14,18,active,1
9434,web,promotional,Android,19,Saturday,0.3809,7,5,new,1
3590,app,newsletter,Android,10,Tuesday,0.3512,11,16,inactive,1
2063,app,newsletter,Android,11,Thursday,0.1707,12,6,active,1
5324,web,newsletter,Windows,20,Sunday,0.2075,9,43,inactive,0
6342,email,promotional,iOS,20,Thursday,0.3666,11,6,new,0
1005,email,newsletter,Android,22,Friday,0.2147,15,13,active,1
8489,app,reminder,Android,20,Thursday,0.2237,9,20,inactive,1
9659,app,reminder,iOS,7,Friday,0.2151,15,35,inactive,0
9195,email,transactional,Android,18,Sunday,0.3967,11,8,active,0
6966,web,promotional,iOS,12,Tuesday,0.1376,7,6,inactive,0
9837,email,transactional,iOS,23,Monday,0.2044,7,8,active,0
1117,app,newsletter,iOS,12,Wednesday,0.6426,7,5,new,0
3551,web,newsletter,iOS,14,Friday,0.4043,17,15,active,1
6560,web,transactional,Android,13,Tuesday,0.1412,7,40,churned,0
5289,web,promotional,Android,10,Monday,0.3196,11,2,active,1
1846,app,transactional,macOS,7,Tuesday,0.1513,10,12,active,1
7316,app,transactional,Android,19,Sunday,0.6704,9,34,inactive,0
7469,web,reminder,iOS,18,Thursday,0.1226,8,1,inactive,0
9915,app,newsletter,Windows,8,Wednesday,0.1363,8,10,inactive,1
1224,web,promotional,Windows,17,Tuesday,0.3773,16,30,inactive,0
5208,email,transactional,Android,15,Wednesday,0.1799,9,34,inactive,0
7283,app,promotional,Android,12,Monday,0.5116,7,10,active,0
3048,email,reminder,macOS,9,Monday,0.3315,7,0,new,0
7233,app,transactional,Android,19,Saturday,0.4982,7,1,active,0
2828,web,transactional,Windows,16,Sunday,0.1218,8,13,active,0
2917,email,transactional,iOS,14,Monday,0.1152,5,1,active,1
5234,app,newsletter,iOS,15,Monday,0.2995,5,2,inactive,0
7988,app,newsletter,Android,7,Tuesday,0.4057,11,22,inactive,1
3026,app,newsletter,Android,12,Wednesday,0.0609,8,20,active,1
4744,app,promotional,Windows,8,Tuesday,0.3988,12,27,active,1
1009,web,promotional,macOS,8,Tuesday,0.3524,10,1,new,0
1260,email,promotional,iOS,16,Tuesday,0.3762,6,3,active,1
7038,app,newsletter,iOS,20,Friday,0.1792,11,26,inactive,0
3219,app,promotional,Windows,11,Friday,0.5211,9,19,inactive,0
8041,app,transactional,Android,8,Thursday,0.0834,10,24,inactive,0
3060,web,reminder,iOS,16,Wednesday,0.3219,13,68,inactive,0
6287,app,reminder,Android,19,Saturday,0.3957,11,29,inactive,0
2619,web,transactional,Android,17,Sunday,0.1296,12,11,active,0
9512,web,transactional,Android,19,Tuesday,0.0575,7,5,inactive,0
2342,web,promotional,Android,13,Tuesday,0.5824,15,12,active,0
3832,app,newsletter,iOS,17,Wednesday,0.4263,18,15,active,0
3824,web,newsletter,macOS,8,Monday,0.3999,10,6,new,0
2994,app,promotional,Android,10,Wednesday,0.2503,11,22,active,0
4490,app,transactional,Android,11,Thursday,0.3103,9,1,active,1
